MemberId,PersonId,LegislatureNumber,MemberCode,LastName,MiddleName,FirstName,FormalName,ShortName,SessionContact,InterimContact,Chamber,District,Seat,Party,Phone,EMail,Building,Room,Comment,IsActive,IsMajority
14:S:Jan Faiks:13,Jan Faiks:13,14,Fai,Faiks,,Jan,Senator Jan Faiks,Faiks,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F-B,,R,,Senator.Jan.Faiks@akleg.gov,,,,true,false
21:H:Tom Brice:18,Tom Brice:18,21,BRI,Brice,,Tom,Representative Tom Brice,Brice,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,30,,D,4653466,Representative.Tom.Brice@akleg.gov,CAPITOL,426,,true,false
21:H:Mary Kapsner:21,Mary Kapsner:21,21,KAP,Kapsner,,Mary,Representative Mary Kapsner,Kapsner,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,39,,D,4654945,Representative.Mary.Kapsner@akleg.gov,CAPITOL,414,,true,false
21:H:Albert Kookesh:20,Albert Kookesh:20,21,KOS,Kookesh,,Albert,Representative Albert Kookesh,Kookesh,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,5,,D,4653473,Representative.Albert.Kookesh@akleg.gov,CAPITOL,114,,true,false
10:H:Peter Lovseth:10,Peter Lovseth:10,10,Lov,Lovseth,,Peter,Representative Peter Lovseth,Lovseth,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,5,,R,,Representative.Peter.Lovseth@akleg.gov,,,"""Appointed May 6, 1977 to fill the vacancy left by Keith Specking's resignation""",true,false
10:H:Alvin Osterback:9,Alvin Osterback:9,10,Ost,Osterback,,Alvin,Representative Alvin Osterback,Osterback,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,15,,D,,Representative.Alvin.Osterback@akleg.gov,,,,true,false
10:S:John Sackett:5,John Sackett:5,10,Sac,Sackett,,John,Senator John Sackett,Sackett,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,N,,R,,Senator.John.Sackett@akleg.gov,,,,true,false
10:H:Sarah Smith:10,Sarah Smith:10,10,Smi,Smith,,Sarah,Representative Sarah Smith,Smith,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20,,D,,Representative.Sarah.Smith@akleg.gov,,,,true,false
20:S:Dave Donley:15,Dave Donley:15,20,DON,Donley,,Dave,Senator Dave Donley,Donley,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,J,,R,4653892,Senator.Dave.Donley@akleg.gov,CAPITOL,508,,true,true
20:H:Fred Dyson:20,Fred Dyson:20,20,DYS,Dyson,,Fred,Representative Fred Dyson,Dyson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,25,,R,4652199,Representative.Fred.Dyson@akleg.gov,CAPITOL,428,,true,true
34:S:Donald Olson:22,Donald Olson:22,34,OLS,Olson,,Donald,Senator Donald Olson,Olson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,T,,D,4653707,Senator.Donald.Olson@akleg.gov,CAPITOL,508,,true,true
34:H:Calvin Schrage:32,Calvin Schrage:32,34,SCG,Schrage,,Calvin,Representative Calvin Schrage,Schrage,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,12,,N,4654931,Representative.Calvin.Schrage@akleg.gov,CAPITOL,410,,true,true
19:S:Dave Donley:15,Dave Donley:15,19,DON,Donley,,Dave,Senator Dave Donley,Donley,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,J,,D,4653892,Senator.Dave.Donley@akleg.gov,CAPITOL,11,,true,false
19:S:Lyda Green:19,Lyda Green:19,19,GRE,Green,,Lyda,Senator Lyda Green,Green,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,N,,R,4656600,Senator.Lyda.Green@akleg.gov,CAPITOL,423,,true,true
19:S:Fred Zharoff:11,Fred Zharoff:11,19,ZHA,Zharoff,,Fred,Senator Fred Zharoff,Zharoff,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,C,,D,4653473,Senator.Fred.Zharoff@akleg.gov,CAPITOL,121,,true,false
29:H:Jim Colver:29,Jim Colver:29,29,COV,Colver,,Jim,Representative Jim Colver,Colver,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,9,,R,4654859,Representative.Jim.Colver@akleg.gov,CAPITOL,424,,true,true
29:H:Les Gara:23,Les Gara:23,29,GAR,Gara,,Les,Representative Les Gara,Gara,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20,,D,4652647,Representative.Les.Gara@akleg.gov,CAPITOL,400,,true,false
29:S:Berta Gardner:24,Berta Gardner:24,29,GAN,Gardner,,Berta,Senator Berta Gardner,Gardner,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,I,,D,4654930,Senator.Berta.Gardner@akleg.gov,CAPITOL,9,Senate Minority Leader,true,false
29:H:Scott Kawasaki:25,Scott Kawasaki:25,29,KAW,Kawasaki,,Scott,Representative Scott Kawasaki,Kawasaki,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,1,,D,4653466,Representative.Scott.Kawasaki@akleg.gov,CAPITOL,418,,true,false
29:H:Chris Tuck:26,Chris Tuck:26,29,TUC,Tuck,,Chris,Representative Chris Tuck,Tuck,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,23,,D,4652095,Representative.Chris.Tuck@akleg.gov,CAPITOL,404,House Minority Leader,true,false
29:S:Bill Wielechowski:25,Bill Wielechowski:25,29,WIE,Wielechowski,,Bill,Senator Bill Wielechowski,Wielechowski,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H,,D,4652435,Senator.Bill.Wielechowski@akleg.gov,CAPITOL,419,,true,false
29:H:Tammie Wilson:26,Tammie Wilson:26,29,WLT,Wilson,,Tammie,Representative Tammie Wilson,Wilson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,3,,R,4654797,Representative.Tammie.Wilson@akleg.gov,CAPITOL,412,,true,true
11:H:Samuel Cotten:9,Samuel Cotten:9,11,Cot,Cotten,,Samuel,Representative Samuel Cotten,Cotten,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,8,,D,,Representative.Samuel.Cotten@akleg.gov,,,,true,false
11:H:Phillip Guy:8,Phillip Guy:8,11,Guy,Guy,,Phillip,Representative Phillip Guy,Guy,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,17,,D,,Representative.Phillip.Guy@akleg.gov,,,,true,false
11:S:Terry Stimson:11,Terry Stimson:11,11,Sti,Stimson,,Terry,Senator Terry Stimson,Stimson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,E,,D,,Senator.Terry.Stimson@akleg.gov,,,,true,false
22:H:Hugh Fate:22,Hugh Fate:22,22,FHT,Fate,,Hugh,Representative Hugh Fate,Fate,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,33,,R,4654976,Representative.Hugh.Fate@akleg.gov,CAPITOL,416,,true,true
22:H:Lesil McGuire:22,Lesil McGuire:22,22,MCG,McGuire,,Lesil,Representative Lesil McGuire,McGuire,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,17,,R,4652995,Representative.Lesil.McGuire@akleg.gov,CAPITOL,418,,true,true
22:S:Gary Wilken:20,Gary Wilken:20,22,WLK,Wilken,,Gary,Senator Gary Wilken,Wilken,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,R,4653709,Senator.Gary.Wilken@akleg.gov,CAPITOL,514,,true,true
22:H:Bill Williams:18,Bill Williams:18,22,WIL,Williams,,Bill,Representative Bill Williams,Williams,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,1,,R,4653424,Representative.Bill.Williams@akleg.gov,CAPITOL,511,,true,true
30:H:Jonathan Kreiss-Tomkins:28,Jonathan Kreiss-Tomkins:28,30,KRE,Kreiss-Tomkins,,Jonathan,Representative Jonathan Kreiss-Tomkins,Kreiss-Tomkins,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,35,,D,4653732,Representative.Jonathan.Kreiss-Tomkins@akleg.gov,CAPITOL,411,,true,true
30:H:George Rauscher:30,George Rauscher:30,30,RAU,Rauscher,,George,Representative George Rauscher,Rauscher,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,9,,R,4654859,Representative.George.Rauscher@akleg.gov,CAPITOL,426,,true,false
30:H:Louise Stutes:29,Louise Stutes:29,30,STS,Stutes,,Louise,Representative Louise Stutes,Stutes,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,32,,R,4652487,Representative.Louise.Stutes@akleg.gov,CAPITOL,406,House Majority Whip,true,true
17:S:Samuel Cotten:9,Samuel Cotten:9,17,Cot,Cotten,,Samuel,Senator Samuel Cotten,Cotten,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,I-B,,D,,Senator.Samuel.Cotten@akleg.gov,,,,true,false
17:H:Dave Donley:15,Dave Donley:15,17,Don,Donley,,Dave,Representative Dave Donley,Donley,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,11-A,,D,,Representative.Dave.Donley@akleg.gov,,,,true,false
17:S:Lyman Hoffman:15,Lyman Hoffman:15,17,Hof,Hoffman,,Lyman,Senator Lyman Hoffman,Hoffman,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,M,,D,,Senator.Lyman.Hoffman@akleg.gov,,,,true,false
17:H:Terry Martin:11,Terry Martin:11,17,Mar,Martin,,Terry,Representative Terry Martin,Martin,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13-B,,R,,Representative.Terry.Martin@akleg.gov,,,,true,false
17:H:Randy Phillips:10,Randy Phillips:10,17,Phr,Phillips,,Randy,Representative Randy Phillips,Phillips,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,15-B,,R,,Representative.Randy.Phillips@akleg.gov,,,,true,false
17:S:Patrick Rodey:9,Patrick Rodey:9,17,Rod,Rodey,,Patrick,Senator Patrick Rodey,Rodey,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G-B,,D,,Senator.Patrick.Rodey@akleg.gov,,,,true,false
17:S:Robin Taylor:14,Robin Taylor:14,17,TAY,Taylor,,Robin,Senator Robin Taylor,Taylor,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,A,,R,,Senator.Robin.Taylor@akleg.gov,,,Appointed to fill vacancy left by Lloyd Jones's resignation.,true,false
17:H:Robin Taylor:14,Robin Taylor:14,17,859,Taylor,,Robin,Representative Robin Taylor,Taylor,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,1-A,,R,,Representative.Robin.Taylor@akleg.gov,,,Appointed to fill vacancy in Senate left by Lloyd Jones's resignation.,true,false
17:H:Fran Ulmer:15,Fran Ulmer:15,17,Ulm,Ulmer,,Fran,Representative Fran Ulmer,Ulmer,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4-B,,D,,Representative.Fran.Ulmer@akleg.gov,,,,true,false
17:H:James Zawacki:15,James Zawacki:15,17,Zaw,Zawacki,,James,Representative James Zawacki,Zawacki,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,R,,Representative.James.Zawacki@akleg.gov,,,,true,false
26:H:Mike Chenault:22,Mike Chenault:22,26,CHE,Chenault,,Mike,Representative Mike Chenault,Chenault,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,34,,R,4653779,Representative.Mike.Chenault@akleg.gov,CAPITOL,208,Speaker of the House,true,true
26:S:Hollis French:23,Hollis French:23,26,FRE,French,,Hollis,Senator Hollis French,French,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,M,,D,4653892,Senator.Hollis.French@akleg.gov,CAPITOL,417,,true,true
13:H:Ramona Barnes:11,Ramona Barnes:11,13,Bar,Barnes,,Ramona,Representative Ramona Barnes,Barnes,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,14-A,,R,,Representative.Ramona.Barnes@akleg.gov,,,,true,false
13:S:Donald Gilman:12,Donald Gilman:12,13,Gil,Gilman,,Donald,Senator Donald Gilman,Gilman,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,D-B,,R,,Senator.Donald.Gilman@akleg.gov,,,,true,false
13:S:Tim Kelly:10,Tim Kelly:10,13,Kel,Kelly,,Tim,Senator Tim Kelly,Kelly,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H-B,,R,,Senator.Tim.Kelly@akleg.gov,,,,true,false
13:H:Fred Zharoff:11,Fred Zharoff:11,13,Zha,Zharoff,,Fred,Representative Fred Zharoff,Zharoff,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,27,,D,,Representative.Fred.Zharoff@akleg.gov,,,,true,false
13:S:Robert Ziegler:4,Robert Ziegler:4,13,Zie,Ziegler,,Robert,Senator Robert Ziegler,Ziegler,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,A,,D,,Senator.Robert.Ziegler@akleg.gov,,,,true,false
24:H:John Coghill:16,John Coghill:16,24,COG,Coghill,,John,Representative John Coghill,Coghill,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,11,,R,4653719,Representative.John.Coghill@akleg.gov,CAPITOL,204,House Majority Leader,true,true
